ID,Title,Notes,BoilerText,DisplayDate,YearPublished,Format,Language,NumOfPages,Journal,Series
532,"Bulletin of the Detroit Institute of Arts 51, nos. 2 and 3 (1972), pp. 63-68, ""An Old Kingdom Tomb Wall""",An Old Kingdom Tomb Wall,"Peck, William H. ""An Old Kingdom Tomb Wall."" <EM>Bulletin of the Detroit Institute of Arts</EM> 51, nos. 2 and 3 (1972), pp. 63-68. <BR>",1972,1972,Journal Article,ENGLISH,6,Bulletin of the Detroit Institute of Arts,
533,"Tombs at Giza. Kaiemankh (G 4561) and Seshemnefer I (G 4940), Volume I","Tombs at Giza. Kaiemankh (G 4561) and Seshemnefer I (G 4940), Volume I","Kanawati, Naguib. <I>Tombs at Giza. Kaiemankh (G 4561) and Seshemnefer I (G 4940)</I>, Volume I. Australian Centre for Egyptology Report 16. Warminster: Aris and Phillips, 2001.<BR>",2001,2001,Book,ENGLISH,NULL,NULL,Australian Centre for Egyptology: Reports
534,"Sokar 4 (1. Halbjahr 2002), pp. 4-9, ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops""","Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops","Jánosi, Peter. ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops."" <EM>Sokar </EM>4 (1. Halbjahr 2002), pp. 4-9.",2002,2002,Magazine,GERMAN,6,Sokar,
535,"Tombs at Giza.  Seshathetep/Heti (G 5150), Nesutnefer (G 4970) and Seshemnefer II (G 5080), Volume 2","Tombs at Giza.&nbsp;Seshathetep/Heti (G 5150), Nesutnefer (G 4970) and Seshemnefer II (G 5080), Volume 2","Kanawati, Naguib. <I>Tombs at Giza. Seshathetep/Heti (G 5150), Nesutnefer (G 4970) and Seshemnefer II (G 5080)</I>, Volume 2. Australian Centre for Egyptology Report 18. Warminster: Aris and Phillips, 2002.<BR><BR>",2002,2002,Book,ENGLISH,NULL,NULL,Australian Centre for Egyptology: Reports
536,"Annales du Service des Antiquités de l'Egypte 58 (1964), pp. 61-84, ""Selim Hassan. His Writings and Excavations”",Selim Hassan. His Writings and Excavations,"Abou-Ghazi, Dia', ""Selim Hassan. His Writings and Excavations."" <I>Annales du Service des Antiquités de l'Egypte </I>58 (1964), pp. 61-84.<BR><BR>",1964,1964,Journal Article,ENGLISH,24,Annales du Service des Antiquités de l'Égypte,
537,"Sokar 8 (1. Halbjahr 2004), pp. 6-17, ""Die Chephren-Pyramide. Planänderung des Baukörpers und ihre Auswirkung auf das Kammersystem.""",Die Chephren-Pyramide. Plananderung des Baukorpers und ihre Auswirkung auf das Kammersystem,"Becker, Jürgen. ""Die Chephren-Pyramide. Planänderung des Baukörpers und ihre Auswirkung auf das Kammersystem."" <I>Sokar</I> 8 (1. Halbjahr 2004), pp. 6-17. <BR>",2004,2004,Magazine,GERMAN,12,Sokar,
538,"Orientalia 46 (1977), pp. 107-115, ""The Doors of Heaven""",The Doors of Heaven,"Brovarski, Edward. ""The Doors of Heaven."" <I>Orientalia</I> 46 (1977), pp. 107-115.<BR>",1977,1977,Journal Article,ENGLISH,9,Orientalia,
539,"Worcester Art Museum Annual I (1935-36), pp. 16-18, ""An Egyptian Sculpture of the Fourth Dynasty""",An Egyptian Sculpture of the Fourth Dynasty,"Cott, Perry Blythe. ""An Egyptian Sculpture of the Fourth Dynasty."" <I>Worcester Art Museum Annual </I>I (1935-36), pp. 16-18.<BR>",1935-1936,1936,Journal Article,ENGLISH,3,Worcester Art Museum Annual,
540,"Sokar 9 (2. Halbjahr, 2004), pp. 28-34, ”Die bewegte Geschichte der Mastaba Seschemnofers III. (G 5170)”",Die Bewegte Geschichte der Mastaba Seschemnofers III. (G 5170),"Gamer-Wallert, Ingrid.""Die bewegte Geschichte der Mastaba Seschemnofers III. (G 5170)."" <I>Sokar</I> 9 (2. Halbjahr, 2004), pp. 28-34.<BR>",2004,2004,Magazine,GERMAN,7,Sokar,
541,"Sokar 5 (2. Halbjahr 2002), pp. 3-13, “Brennpunkt Giza. Die Schachtsysteme der Cheops-Pyramide”",Brennpunkt Giza. Die Schachtsysteme der Cheops-Pyramide,"Haase, Michael. ""Brennpunkt Giza. Die Schachtsysteme der Cheops-Pyramide."" <I>Sokar</I> 5 (2. Halbjahr 2002), pp. 3-13.<BR>",2002,2002,Magazine,GERMAN,11,Sokar,
542,"Sokar 9 (2. Halbjahr 2004), pp.12-17, “Der Serviceschacht der Cheops-Pyramide. Bemerkungen zur Konstruktion des Verbindungsschachtes zwischen Großer Galerie und absteigendem Korridor”",Der Serviceschacht der Cheops-Pyramide. Bemerkungen zur Konstruktion des Verbindungsschachtes zwischen Grosser Galerie und absteigendem Korridor,"Haase, Michael. ""Der Serviceschacht der Cheops-Pyramide. Bemerkungen zur Konstruktion des Verbindungsschachtes zwischen Großer Galerie und absteigendem Korridor."" <I>Sokar</I> 9 (2. Halbjahr 2004), pp. 12-17.<BR>",2004,2004,Magazine,GERMAN,6,Sokar,
543,"The Archaeology and Art of Ancient Egypt, Vol. I, pp. 357-377, ""Droughts, Famine and the Collapse of the Old Kingdom: Re-Reading Ipuwer""","Droughts, Famine and the Collapse of the Old Kingdom: Re-Reading Ipuwer","Hassan, Fekri A. ""Droughts, Famine and the Collapse of the Old Kingdom: Re-Reading Ipuwer."" In Zahi A. Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. I. Annales du Service des Antiquités de l'Egypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 357-377.<BR>",2007,2007,Article,ENGLISH,21,NULL,Annales du Service des Antiquités de l'Égypte
544,"Sokar 10 (1. Halbjahr 2005), pp. 18-23, “Der Tote vor dem Opfertisch. Die Opferplatten von Giza. Besprechung des Buches Slab Stelae of the Giza Necropolis von Peter Der Manuelian”",Der Tote vor dem Opfertisch. Die Opferplatten von Giza. Besprechung des Buches Slab Stelae of the Giza Necropolis von Peter Der Manuelian,"Jánosi, Peter. ""Der Tote vor dem Opfertisch. Die Opferplatten von Giza. Besprechung des Buches Slab Stelae of the Giza Necropolis von Peter Der Manuelian."" <I>Sokar</I> 10 (1. Halbjahr 2005), pp. 18-23.<BR>",2005,2005,Magazine,GERMAN,6,Sokar,
545,"Sokar 8 (1. Halbjahr 2004), pp. 3-5, “Von [xwfw] zu Cheops. Transformationen eines Königsnamens”",Von xwfw zu Cheops. Transformationen eines Konigsnamens,"Quack, Joachim F. ""Von [xwfw] zu Cheops. Transformationen eines Königsnamens."" <I>Sokar</I> 8 (1. Halbjahr 2004), pp. 3-5. <BR>",2004,2004,Magazine,GERMAN,3,Sokar,
549,Von Giza bis Tübingen,Von Giza bis Tubingen,"Gamer-Wallert, Ingrid. <I>Von Giza bis Tübingen. Die bewegte Geschichte der Mastaba G 5170.</I> Tübingen: Klöpfer &amp; Meyer, 1998.<BR>",1998,1998,Book,GERMAN,NULL,NULL,NULL
550,L'Architettura delle Piramidi Menfite,L'Architettura delle Piramidi Menfite 4a,"Maragioglio, Vito and Celeste Ambrogio Rinaldi. <I>L'Architettura delle Piramidi Menfite 4. Le Grande Piramide di Cheope.</I> Testo. Tipografia Canessa: Rapallo, 1965.<BR>",1965,1965,Book,ITALIAN,NULL,NULL,NULL
551,The Pyramids and Temples of Gizeh,The Pyramids and Temples of Gizeh,"Petrie, W. M. Flinders. <I>The Pyramids and Temples of Gizeh.</I> London: Histories &amp; Mysteries of Man Ltd., 1990 (1st ed. London: Field and Tuer, 1883). <BR>",1883,1883,Book,ENGLISH,NULL,NULL,NULL
552,Joseph Lindon Smith,Joseph Lindon Smith,"Allam, M. Mahdi. <I>Joseph Lindon Smith. The Man and the Artist</I>. Cairo: Société Orientale de Publicité Press, 1949.<BR>",1949,1949,Book,ENGLISH,NULL,NULL,NULL
553,"The Tombs of Iteti, Sekhem'ankh-Ptah, and Kaemnofert at Giza","The Tombs of Iteti, Sekhem'ankh-Ptah, and Kaemnofert at Giza","Badawy, Alexander M. <I>The Tombs of Iteti, Sekhem'ankh-Ptah, and Kaemnofert at Giza</I>. University of California Publications. Occasional Papers 9. Berkeley: University of California Press, 1976.<BR>",1976,1976,Book,ENGLISH,NULL,NULL,University of California Publications. Occasional Papers
554,Famille royale et pouvoir sous l'Ancien Empire égyptien,Famille royale et pouvoir sous l'Ancien Empire egyptien 1,"Baud, Michel. <I>Famille royale et pouvoir sous l'Ancien Empire égyptien </I>1. Bibliothèque d'Étude 126/1. Cairo: Institut Français d'Archéolgie Orientale, 1999.<BR>",1999,1999,Book,FRENCH,NULL,NULL,Bibliothèque d'Étude
555,Famille royale et pouvoir sous l'Ancien Empire égyptien,Famille royale et pouvoir sous l'Ancien Empire egyptien 2,"Baud, Michel. <I>Famille royale et pouvoir sous l'Ancien Empire égyptien </I>2. Bibliothèque d'Étude 126/2. Cairo: Institut Français d'Archéolgie Orientale, 1999.<BR>",1999,1999,Book,FRENCH,NULL,NULL,Bibliothèque d'Étude
556,I Sarcofagi Egizi Dalle Origini Alla Fine Dell'Antico Regno,I Sarcofagi Egizi Dalle Origini Alla Fine Dell'Antico Regno,"Donadoni Roveri, Anna Maria. <I>I Sarcofagi Egizi Dalle Origini Alla Fine Dell'Antico Regno</I>. Rome: Istituto di Studi del Vicino Oriente - Università di Roma, 1969. <BR>",1969,1969,Book,ITALIAN,NULL,NULL,NULL
557,"Bulletin de la Société Française d'Egyptologie 16 (1959), pp. 41-49, ""Une Liste de Rois de la IV Dynastie dans l'Ouâdi Hammâmât""",Une Liste de Rois de la IV Dynastie dans l'Ouadi Hammamat,"Drioton, Étienne.""Une Liste de Rois de la IV Dynastie dans l'Ouâdi Hammâmât."" <I>Bulletin de la Société Française d'Egyptologie</I> 16 (1954), pp. 41-49.<BR><BR>",1954,1954,Journal Article,FRENCH,9,Bulletin de la Société Française d'Egyptologie,
558,"Wiener Zeitschrift für die Kunde des Morgenlandes 42 (1952), pp. 165-192, ""Zur Familiengeschichte der IV. Dynastie Ägyptens""",Zur Familiengeschichte der IV. Dynastie Agyptens,"Federn, Walter. ""Zur Familiengeschichte der IV. Dynastie Ägyptens."" <I>Wiener Zeitschrift für die Kunde des Morgenlandes </I>42 (1952), pp. 165-192.<BR>",1952,1952,Journal Article,GERMAN,28,Wiener Zeitschrift für die Kunde des Morgenlandes,
559,"Excavations at Gîza 6: 1934-1935, Part 2 Plates",Excavations at Giza 06 part 2b,"Hassan, Selim. <I>Excavations at Gîza 6: 1934-1935. </I>Part 2 Plates: The Offering List in the Old Kingdom. Cairo: Government Press, 1948.",1948,1948,Book,ENGLISH,NULL,NULL,Excavations at Gîza
560,"Grabbeigaben, Nachträge und Ergänzungen, Corpus Antiquitatum Aegyptiacarum, Pelizaeus-Museum Hildesheim, Lieferung 6","Grabbeigaben, Nachtrage und Erganzungen","Martin-Pardey, Eva. <I>Grabbeigaben, Nachträge und Ergänzungen.</I> Corpus Antiquitatum Aegyptiacarum. Pelizaeus-Museum Hildesheim, Lieferung 6. Mainz am Rhein: Philipp von Zabern, 1991.<BR>",1991,1991,Portfolio,GERMAN,NULL,NULL,Corpus Antiquitatum Aegyptiacarum
561,The Secrets of the Sphinx,The Secrets of the Sphinx,"Hawass, Zahi. <I>The Secrets of the Sphinx</I>. Cairo: American University in Cairo Press, 1998.<BR>",1998,1998,Book,ENGLISH,NULL,NULL,NULL
562,The Sphinx,The Sphinx,"Hassan, Selim. <I>The Sphinx</I>. Cairo: Government Press, 1949.<BR>",1949,1949,Book,ENGLISH,NULL,NULL,NULL
563,The Representations of Statuary in Private Tombs of the Old Kingdom,The Representations of Statuary in Private Tombs of the Old Kingdom,"Eaton-Krauss, Marianne. <I>The Representations of Statuary in Private Tombs of the Old Kingdom</I>. Ägyptologische Abhandlungen 39. Wiesbaden: Otto Harrassowitz, 1984.<BR>",1984,1984,Book,ENGLISH,NULL,NULL,Ägyptologische Abhandlungen
564,Excavations at Giza 1949-1950,Excavations at Giza 1949-1950,"Abu Bakr, Abdel Moneim. <I>Excavations at Giza 1949-1950</I>. Cairo: Government Press, 1953.<BR>",1953,1953,Book,ENGLISH,NULL,NULL,NULL
565,Giza Plateau Mapping Project Season 2004 Preliminary Report,Giza Plateau Mapping Project 2004 Preliminary Report,"Lehner, Mark, Mohsen Kamel and Ana Tavares. <I>Giza Plateau Mapping Project. Season 2004 Preliminary Report. </I>Giza Occasional Papers 1. Cairo: Ancient Egypt Research Associates, 2009.",2009,2009,Book,ENGLISH,NULL,NULL,Giza Occasional Papers
566,Mastabas of Nucleus Cemetery G 2100,Mastabas of Nucleus Cemetery G 2100,"Manuelian, Peter Der. <I>Mastabas of Nucleus Cemetery G 2100</I>. Giza Mastabas 8. Boston: Museum of Fine Arts, 2009.",2009,2009,Book,ENGLISH,NULL,NULL,Giza Mastabas
567,The Administration of Egypt in the Old Kingdom,The Administration of Egypt in the Old Kingdom,"Strudwick, Nigel. <I>The Administration of Egypt in the Old Kingdom: the highest titles and their holders</I>. London: KPI, 1985.",1985,1985,Book,ENGLISH,NULL,NULL,NULL
568,Le Sphinx et les Pyramides de Giza,Le Sphinx et les Pyramides de Giza,"Drioton, Étienne. <I>Le Sphinx et les Pyramides de Giza</I>. Cairo: Institut Français d'Archéolgie Orientale, 1939.",1939,1939,Book,FRENCH,NULL,NULL,
569,Twenty-Sixth Dynasty Necropolis at Gizeh,Twenty-Sixth Dynasty Necropolis at Gizeh,"el-Sadeek, Wafaa. <I>Twenty-Sixth Dynasty Necropolis at Gizeh</I>. Beiträge zur Ägyptologie Band 5. Wien: Institute für Afrikanistik und Ägyptologie der Universität Wien, 1984.<BR>",1984,1984,Book,ENGLISH,NULL,NULL,Beiträge zur Ägyptologie
570,The Cheops Boats,The Cheops Boats,"Nour, Mohammad Zaki, Mohammad Salah Osman, Zaky Iskander &amp; Ahmad Youssof Moustafa. <I>The Cheops Boats</I>. Cairo: General Organization for Government Printing Offices, 1960.<BR><BR>",1960,1960,Book,ENGLISH,NULL,NULL,NULL
571,Die Mastaba G 2009 auf dem Westfriedhof von Giza,Die Mastaba G 2009 auf dem Westfriedhof von Giza,"Lehmann, Katja. <I>Die Mastaba G 2009 auf dem Westfriedhof von Giza</I>. Master's thesis, Universität Heidelberg, 1995.<BR>",1995,1995,Master's Thesis,GERMAN,NULL,NULL,NULL
573,The Boat Beneath The Pyramid,The Boat Beneath The Pyramid,"Jenkins, Nancy. <I>The Boat Beneath the Pyramid</I>. New York: Holt, Rinehart and Winston, 1980.<BR><BR>",1980,1980,Book,ENGLISH,NULL,NULL,NULL
574,"Annales du Service des Antiquités de l'Egypte 42 (1943), pp. 25-70, ""Deux Inscriptions Juridiques de l'Ancien Empire""",Deux Inscriptions Juridiques de l'Ancien Empire,"Grdseloff, Bernhard. ""Deux Inscriptions Juridiques de l'Ancien Empire."" <I>Annales du Service des Antiquités de l'Egypte </I>42 (1943), pp. 25-70.<BR><BR><BR><BR>",1943,1943,Journal Article,FRENCH,46,Annales du Service des Antiquités de l'Égypte,
575,Denkmäler des Alten Reiches (ausser den Statuen) im Museum von Kairo,Denkmaler des Alten Reiches (ausser den Statuen) im Museum von Kairo 1,"Borchardt, Ludwig. <I>Denkmäler des Alten Reiches (ausser den Statuen) im Museum von Kairo</I>. Catalogue Général des Antiquités Égyptiennes du Musée du Caire 97, teil I. Berlin: Reichsdruckerei, 1937.<BR><BR>",1937,1937,Book,GERMAN,NULL,NULL,Catalogue Général des Antiquités Égyptiennes du Musée du Caire
576,Denkmäler des Alten Reiches (ausser den Statuen) im Museum von Kairo,Denkmaler des Alten Reiches (ausser den Statuen) im Museum von Kairo 2,"Borchardt, Ludwig. <I>Denkmäler des Alten Reiches (ausser den Statuen) im Museum von Kairo</I>. Catalogue Général des Antiquités Égyptiennes du Musée du Caire 97, teil II. Cairo: Organisme Général des Imprimeries Gouvernementales, 1964.",1964,1964,Book,GERMAN,NULL,NULL,Catalogue Général des Antiquités Égyptiennes du Musée du Caire
577,L'Architettura delle Piramidi Menfite,L'Architettura delle Piramidi Menfite 4b,"Maragioglio, Vito and Celeste Ambrogio Rinaldi. <I>L'Architettura delle Piramidi Menfite 4. Le Grande Piramide di Cheope.</I> Tavole. Tipografia Canessa: Rapallo, 1965.<BR>",1965,1965,Book,ITALIAN,NULL,NULL,NULL
578,Die Grabung auf dem Mastabafeld von Gizeh,Die Grabung auf dem Mastabafeld von Gizeh,"Junker, Hermann. <I>Die Grabung auf dem Mastabafeld von Gizeh</I>. Vienna: Akademie der Wissenschaft, 1912.<BR>",1912,1912,Annual Report,GERMAN,40,NULL,NULL
579,Vorbericht über die zweite Grabung bei den Pyramiden von Gizeh vom 16. Dezember 1912 bis 24. März 1913,Vorbericht Uber die Zweite Grabung bei den Pyramiden von Gizeh vom 16. Dezember 1912 bis 24. Marz 1913,"Junker, Hermann. <I>Vorbericht über die zweite Grabung bei den Pyramiden von Gizeh vom 16. Dezember 1912 bis 24. März 1913</I>. Vienna: Akademie der Wissenschaft, 1913.",1913,1913,Annual Report,GERMAN,51,NULL,NULL
580,Vorläufiger Bericht über die dritte Grabung bei den Pyramiden von Gizeh vom 3. Januar bis 28. April 1914.,Vorlaufiger Bericht uber die dritte Grabung bei den Pyramiden von Gizeh vom 3. Januar bis 28. April 1914.,"Junker, Hermann. <I>Vorläufiger Bericht über die dritte Grabung bei den Pyramiden von Gizeh vom 3. Januar bis 28. April 1914.</I> Vienna: Akademie der Wissenschaft, 1914.",1914,1914,Annual Report,GERMAN,57,NULL,NULL
581,Bericht über die ägyptische Expedition im Frühjahr 1925,Bericht uber die agyptische Expedition im Fruhjahr 1925,"Junker, Hermann. <I>Bericht über die ägyptische Expedition im Frühjahr 1925.</I> Vienna: Akademie der Wissenschaft, 1925.",1925,1925,Annual Report,GERMAN,8,NULL,NULL
582,Vorläufiger Bericht über die vierte Grabung bei den Pyramiden von Gizeh.,Vorlaufiger Bericht uber die vierte Grabung bei den Pyramiden von Gizeh,"Junker, Hermann. <I>Vorläufiger Bericht über die vierte Grabung bei den Pyramiden von Gizeh.</I> Vienna: Akademie der Wissenschaft, 1927.",1927,1927,Annual Report,GERMAN,69,NULL,NULL
583,Vorläufiger Bericht über die fünfte Grabung bei den Pyramiden von Gizeh.,Vorlaufiger Bericht uber die funfte Grabung bei den Pyramiden von Gizeh,"Junker, Hermann. <I>Vorläufiger Bericht über die fünfte Grabung bei den Pyramiden von Gizeh.</I> Vienna: Akademie der Wissenschaft, 1928.",1928,1928,Annual Report,GERMAN,93,NULL,NULL
584,Vorläufiger Bericht über die sechste Grabung bei den Pyramiden von Gizeh.,Vorlaufiger Bericht uber die sechste Grabung bei den Pyramiden von Gizeh,"Junker, Hermann. <I>Vorläufiger Bericht über die sechste Grabung bei den Pyramiden von Gizeh.</I> Vienna: Akademie der Wissenschaft, 1929.",1929,1929,Annual Report,GERMAN,63,NULL,NULL
585,Vorläufiger Bericht über die siebente Grabung bei den Pyramiden von Giza vom 27. November 1928 bis 25. Februar 1929.,Vorlaufiger Bericht uber die siebente Grabung bei den Pyramiden von Giza vom 27. November 1928 bis 25. Februar 1929,"Junker, Hermann. <I>Vorläufiger Bericht über die siebente Grabung bei den Pyramiden von Giza vom 27. November 1928 bis 25. Februar 1929.</I> Vienna: Akademie der Wissenschaft, 1929.",1929,1929,Annual Report,GERMAN,94,NULL,NULL
586,"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 54 (1998), pp. 65-75, ""Serdab and Statue Placement in the Private Tombs down to the Fourth Dynasty""",Serdab and Statue Placement in the Private Tombs down to the Fourth Dynasty,"Bárta, Miroslav. ""Serdab and Statue Placement in the Private Tombs down to the Fourth Dynasty."" <I>Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo</I> 54 (1998), pp. 65-75.",1998,1998,Journal Article,ENGLISH,11,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
