ReferenceID,ConstituentID,ConstituentTypeID,Role,DisplayName,DisplayDate,Remarks,AlphaSort,ThumbPathName,ThumbFileName,ArchIDNum
347,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
347,2894,1,Author,Edward Brovarski,NULL,Egyptologist and co-director of the Cairo University-Brown University Excavations (CBE) in the Abu Bakr Cemetery.,"Brovarski, Edward",NULL,NULL,NULL
347,3458,1,Editor,Stephen E. Thompson,American,NULL,"Thompson, Stephen E.",NULL,NULL,NULL
347,3459,2,Publisher,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,NULL
347,3788,1,Individual - Modern,Edna Russmann,NULL,"Egyptologist; proponent of the ""Second Style"" in late Old Kingdom sculpture.","Russmann, Edna",NULL,NULL,NULL
348,46,3,Individual - Ancient,Hetepheres (in G 8988),NULL,"Wife of Itisen and mother ([mwt=f] his mother) of Rawer (owner of G 8988). Appears in family group statue of Rawer and in tomb relief (eastern wall of vestibule) standing before her son, identified in both places as [rxt nswt] royal acquaintance; in situ in G 8988. Also probable owner of broken standing statue (WAM_1934.48); possibly from G 8988.",Hetepheres,Y:\images\WAM\Thumbnails,WAM_1934.48_002_thumb.jpg,NULL
348,174,3,Individual - Ancient,Khamerernebty [I] (in G 8978),NULL,"Mother of Khamerernebty [II] and Menkaure and wife of Khafre (Chephren). Identified on entrance lintel as [mwt nswt-bjtj sAt nswt-bjtj sAt nTr] mother of the king of Upper and Lower Egypt, daughter of the king of Upper and Lower Egypt, daughter of the god; found above entrance to G 8978, possibly not in situ.",Khamerernebty [I],NULL,NULL,NULL
348,202,3,Individual - Ancient,Khufu,NULL,"Second king of Dynasty 4, son of Snefru. Builder of the Great Pyramid at Giza, the only one of the Seven Wonders of the Ancient World still standing. Known two thousand years later by the Greeks as King Cheops. Horus name: [mDdw] Medjedu. Full birth-name: Khnum-Khufu.",Khufu,https://nrs.harvard.edu,urn-3:FHCL:41392423?width=170&height=170,478128242
348,217,3,Individual - Ancient,Djedefre,NULL,Third king of Dynasty 4. Son (?) of Khufu.,Djedefre,NULL,NULL,NULL
348,230,3,Individual - Ancient,Menkaure,NULL,Fifth king of Dynasty 4. Son of Khafre. Husband of Khamerernebti II. Builder of the Third Pyramid at Giza. Known two thousand years later by the Greeks as King Mycerinus.,Menkaure,https://nrs.harvard.edu,urn-3:FHCL:40666440?width=170&height=170,471613417
348,756,3,Individual - Ancient,Khafre,NULL,"Fourth king of Dynasty 4. Son of Khufu. Builder of the Second Pyramid at Giza and probably of the Great Sphinx as well. Known two thousand years later by the Greeks as King Khephren.  A number of diorite and greywacke statues and statue fragments depicting the king have been discovered in Khafre's valley temple, including Cairo CG 9-17. The fragmentary head of an alabaster royal statue (MFA 21.351 + MFA 33.1113) is attributed to Khafre.",Khafre,https://nrs.harvard.edu,urn-3:FHCL:40666428?width=170&height=170,471613399
348,833,3,Individual - Ancient,Khamerernebty [II] (G 8978 & G III-a),NULL,"Wife of Menkaure, daughter of Khafre and Khamerernebty [I]. Identified on entrance lintel as [sAt nswt nt Xt=f Hmt nswt mAAt Hr StX] king's daughter of his body, king's wife, seer of Horus and Seth; found above entrance to G 8978, possibly not in situ. Two uninscribed statues: one fragmentary wearing pleated robe (JE 48828), the other seated (JE 48856), probably represent Khamerernebty II (or possibly her mother Khamerernebty I); JE 48828 found in serdab (""room B"") of G 8978, JE 48856 found in pillared outer hall (""room C"") of G 8978.  Mother ([mwt=f] his mother) of Khuenre (owner of MQ 1). Appears in chapel relief, south wall (seated before her son), identified as [mAAt Hr StX wrt Hts xrpt sSmtjw SnDt Hmt nswt sAt nswt smswt] seer of Horus and Seth, great one of the hetes-scepter, directress of the butchers of the ""Acacia House,"" king's wife, king's eldest daughter; in situ in Menkaure quarry cemetery MQ 1 = MQ 137.  Also mentioned on entrance lintel of Washptah (owner of G 8976), identified as [sAt smswt nswt nt Xt=f mAAt Hr StX wrt Hts Hmt nswt] king's eldest daughter of his body, seer of Horus and Seth, great one of the hetes-scepter, king's wife; in situ in G 8976.",Khamerernebty [II],https://nrs.harvard.edu,urn-3:FHCL:39146540?width=170&height=170,464181091
348,1104,1,Individual - Modern,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
348,1256,3,Individual - Ancient,Khufukhaf [I] (G 7130-7140),NULL,Son of Khufu and probably Henutsen.  He is buried in G 7140.,Khufukhaf [I],NULL,NULL,NULL
348,1937,3,Individual - Ancient,Djoser,NULL,NULL,Djoser,NULL,NULL,NULL
348,2171,3,Individual - Ancient,Rawer (G 8988),NULL,"Owner of G 8988. Son of Itisen and Hetepheres. Entrance architrave, lintel and facade inscribed for Rawer, identified as [smr watj Hrj-tp nxb Hm-nTr Hr-jnpw xntj pr Smswt watj aD-mr Hr sbA xntj pt sm xrp SnDt xt mnw xrp aH Hrj-sStA n pr(-dwAt) Xrj-Hb wa m wrw Hb xrp Hwwt nt mw aD-mr dp Hm-nTr wADt jrj nfr-HAt] sole companion, chief of Nekheb, priest of Horus-Anubis who presides solely over the suite, administrator of the district 'Star-of-Horus-Foremost-of-Heaven', sem-priest, director of the kilt, khet-priest of Min, director of the palace, secretary of the House (of Morning), lector-priest, sole one of the great ones of the festival, director of mansions of mu-textiles(?), administrator of Dep, priest of Wadjet, keeper of the diadem; facade in situ, lintel and architrave fallen in front of entrance to G 8988. Inner door jambs inscribed for Rawer, identified as [jmj-r Xkrw nswt n jswj overseer of the king's ornaments in the two chambers; in situ in G 8988. Inscription along top of eastern wall of serdab 14 with titles [Hm-nTr nxbt Hm-ntr wADt smr watj n(j) mrwt] priest of Nekhbet, priest of Wadjet, sole companion, possessor of love; in situ in G 8988. Rawer appears on alabaster panel (JE 66626) in niche 14, identified as [Hrj-sStA n mdw-nTr] secretary of the sacred writings; in situ in G 8988. Inscribed limestone slab with title [Hm-nTr wADt p dp] priest of Wadjet in Pe and Dep; found displaced in G 8988. Inscribed limestone slab with title [jmj-r wabt] overseer of the wabet; found fallen from wall of first chamber of eastern passage in G 8988. Life-size limestone statue of Rawer, inscribed [jrj nfr-HAt (smsw?) wxrt aAt jr Sn nswt] keeper of the diadem, (elder?) of the great shipyard, royal hairdresser; found in back of second chamber of eastern passage in G 8988. Life-size limestone statue of Rawer, inscribed [jmj-jb n nb=f Hrj-sStA n nswt] he who is in the heart of his lord, secretary of the king; found in situ in serdab 12 of G 8988, along with limestone relief of biographical inscription (JE 66682). A large number of other inscribed statues and fragments of Rawer and his family found throughout G 8988 (including JE 66615, a quartzite ""pseudo-group"" statue of Rawer, and JE 66625, a limestone statue head of Rawer).",Rawer,NULL,NULL,NULL
348,2234,3,Individual - Ancient,Nimaatre (G 8900),NULL,"Co-owner (with Neferesris) of G 8900. Chapel entrance architrave, door jambs and reveals inscribed for Nimaatre, identified as [jmj-r Hst pr-aA xrp tjs bjtj jmj-r sxmx-jb nb nfr m Xnw StAw pr-aA] overseer of singing in the Great House, director of companions(?) of the king of Lower Egypt, overseer of every good entertainment in the secret interior of the Great House; in situ in south chapel of G 8900. Interior chapel architrave and pillars inscribed for Nimaatre, identified as [jmj-r sxmx-jb nb nfr stp-sA Xr(-tp) st nswt smr-pr Hrj-sStA jmj-jb n nb=f ra nb] overseer of every good entertainment, bodyguard of the throne of the king, companion of the house, secretary, he who is in the heart of his lord every day; in situ in south chapel of G 8900. False door and lintel inscribed for Nimaatre, identified as [wab nswt Hm-nTr ra m Sspjbra wab mnswt-njwsrra] royal wab-priest, pnest of Re in the sun-temple of Niuserre, wab-priest of the pyramid of Niuserre; also appears in damaged chapel relief (southern, eastern and western walls); in situ in south chapel of G 8900.   ",Nimaatre,NULL,NULL,NULL
348,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
348,3458,1,Editor,Stephen E. Thompson,American,NULL,"Thompson, Stephen E.",NULL,NULL,NULL
348,3459,2,Publisher,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,NULL
348,3462,1,Author,Florence Friedman,American,NULL,"Friedman, Florence Dunn",NULL,NULL,NULL
349,2325,3,Individual - Ancient,Akhethetep (Akhethetep),NULL,Possibly attested on fragmentary offering slab found in Western Cemetery (exact find spot not recorded) by Abu Bakr with excavation number 433 [see Handoussa article in FS Lesko].,Akhethetep,NULL,NULL,NULL
349,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
349,3458,1,Editor,Stephen E. Thompson,American,NULL,"Thompson, Stephen E.",NULL,NULL,NULL
349,3459,2,Publisher,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,NULL
349,3461,1,Author,Tohfa Handoussa,Egyptian,NULL,"Handoussa, Tohfa",NULL,NULL,NULL
349,3510,3,Individual - Ancient,Sankhu (in Abu Bakr Cemetery),NULL,Son of Nefrethakhufu.  Attested on fragmentary offering slab found in Western Cemetery (exact find spot not recorded) by Abu Bakr with excavation number 433 [see Handoussa article in fs. Lesko].,Sankhu,NULL,NULL,NULL
349,3511,3,Individual - Ancient,Merutenes (in Abu Bakr Cemetery),NULL,Mother of Akhethetep.  Attested on fragmentary offering slab found in Western Cemetery (exact find spot not recorded) by Abu Bakr with excavation number 433 [see Handoussa article in fs. Lesko].,Merutenes,NULL,NULL,NULL
349,3512,3,Individual - Ancient,Nefrethakhufu (in Abu Bakr Cemetery),NULL,Mother of Sankhu.  Attested on fragmentary offering slab found in Western Cemetery (exact find spot not recorded) by Abu Bakr with excavation number 433 [see Handoussa article in fs. Lesko].,Nefrethakhufu,NULL,NULL,NULL
350,477,1,Author,Zahi Hawass,Egyptian,Former Minister of State for Antiquities and Secretary General of Supreme Council of Antiquities,Hawass Zahi,NULL,NULL,NULL
350,2496,1,Editor,Peter Der Manuelian,1959–,"Giza Archives Project Director, 2000-2011; Giza Project at Harvard Director, 2011-present.","Manuelian, Peter Der",NULL,NULL,NULL
350,3458,1,Editor,Stephen E. Thompson,American,NULL,"Thompson, Stephen E.",NULL,NULL,NULL
350,3459,2,Publisher,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,"Department of Egyptology and Ancient Western Asian Studies, Brown University",NULL,NULL,NULL
351,202,3,Individual - Ancient,Khufu,NULL,"Second king of Dynasty 4, son of Snefru. Builder of the Great Pyramid at Giza, the only one of the Seven Wonders of the Ancient World still standing. Known two thousand years later by the Greeks as King Cheops. Horus name: [mDdw] Medjedu. Full birth-name: Khnum-Khufu.",Khufu,https://nrs.harvard.edu,urn-3:FHCL:41392423?width=170&height=170,478128242
351,243,3,Individual - Ancient,Merib Kapunisut (G 2100-I),NULL,"Owner of G 2100-I. Merib, also known as Kapunisut. Chapel entrance lintel, drum and door jambs inscribed for Merib, identified as [sA nswt n Xt=f smr xtmtj-nTr bA-nTrw dwA-tAwj xtmw-nTr Nb-rxjjt ab-nTrw  jmj-r kAt nt nswt] king's son of his body, companion, god's sealer of (the ships) 'Ba-netjeru' and 'Dua-tawy', god's sealer of (the ships) 'Neb-rekhyt' and 'Ab-netjeru', overseer of royal works. North and south false doors inscribed for Merib, identified as [xtmw-nTr wjA jmj-r kAt nbt nswt Hts(?) jnpw smr watj wr mDw Sma rx nswt Xrj-Hb wt jnpw] god's sealer of the ship, overseer of all royal works, staff(?) of Anubis, sole companion, great one of the tens of Upper Egypt, royal acquaintance, lector-priest, embalmer of Anubis. Also appears in chapel relief (north, west, south, and east walls), identified as [jmj-r mSa xrp aH aD-mr Haw r p nb wr mAAw jwnw Hm-nTr xwfw] expedition leader, director of the palace, administrator of the fleet, mouth of every Butite, greatest of seers in Iunu, priest of Khufu; chapel (ÄMP Berlin 1107) found in situ in G 2100-I.   Also appears in tomb of his daughter Nensedjerkai (owner of G 2100-II), chapel, pillared portico, west faces of north and south pillars, identified as [sA nswt xtmw-nTr wjA smr watj sHD bA-nTrw] king's son, god's sealer of the ship, sole companion, inspector of (the ship) 'Ba-netjeru'; in situ in G 2100-II.",Merib Kapunisut,https://nrs.harvard.edu,urn-3:FHCL:40666556?width=170&height=170,471613591
351,536,3,Individual - Ancient,Ini (G 1235),NULL,"Owner of G 1235. Limestone slab stela (Cairo JE 37727 = CG 57127 bis = Port Said National Museum P 4082) inscribed for Ini, identified as [xrp mrw jHw rx nswt] director of cattle pastures, royal acquaintance; found in situ on east face of G 1235. Limestone offering basin (Hearst 6-19798) inscribed for Ini, identified as [xrp nrw] director of herdsmen; found in G 1235.",Ini,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_1999.100.22.jpg,NULL
351,636,3,Individual - Ancient,Iunu (G 4150),NULL,"Owner of G 4150. Limestone slab stela (Hildesheim 2145) inscribed for Iunu, identified as [jmj-r sAw Sma wr mDw Sma sA nswt] overseer of the phyles of Upper Egypt, great one of the tens of Upper Egypt, king's son; found in situ on east face of G 4150.",Iunu,https://nrs.harvard.edu,urn-3:FHCL:40710657?width=170&height=170,471820906
351,756,3,Individual - Ancient,Khafre,NULL,"Fourth king of Dynasty 4. Son of Khufu. Builder of the Second Pyramid at Giza and probably of the Great Sphinx as well. Known two thousand years later by the Greeks as King Khephren.  A number of diorite and greywacke statues and statue fragments depicting the king have been discovered in Khafre's valley temple, including Cairo CG 9-17. The fragmentary head of an alabaster royal statue (MFA 21.351 + MFA 33.1113) is attributed to Khafre.",Khafre,https://nrs.harvard.edu,urn-3:FHCL:40666428?width=170&height=170,471613399
351,1104,1,Individual - Modern,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
351,1730,3,Individual - Ancient,Nefer (G 2110),NULL,"Owner of G 2110. Appears in chapel relief (south, west, and east walls; not all instances with inscription preserved), identifed as [(sAb) nxt-xrw HqA Hwt jmj-r sSw Xrt-a nswt Hrj-sStA nswt m swt nb sS pr-aA] strong-of-voice (of the judiciary), chief of the estate, overseer of scribes of the portfolios of the king, secretary of the king in all places, scribe of the Great House; in situ in G 2110. Displaced fragments of relief (three unregistered fragments + 36-12-2 = MFA 31.780), upper part of standing figures of Nefer and Wenankhes; originally from G 2110, south wall of chapel (lower part of figures still in situ). Displaced blocks of relief from south door jamb (Louvre B 51) and north door jamb (MFA 07.1002) inscribed for Nefer, identifed as [jmj-r Xkrw nswt nb xrp aprw nfrw jmj-r stj DfAw jmj-r pr-aHAw wr mDw Sma rx nswt jmj-r prwj-HD] overseer of all royal ornaments, director of crews of recruits, overseer of the two places of provisions, overseer of the house of weapons, great one of the tens of Upper Egypt, royal acquaintance, overseer of the two treasuries; originally from G 2110, chapel entrance. Displaced false door tablet with crossbar = lower lintel (Museo Barracco 1) inscribed for Nefer, identified as [jmj-r sSw aprw jmj-r pr-HD] overseer of scribes of the crews, overseer of the treasury; originally from G 2110, west wall of chapel. Limestone drum lintel (UPM_E13531) inscribed for Nefer, identified as [jmj-r sSw aprw xrp aprw nfrw sS a nswt jmj-r pr-HD] overseer of scribes of the crews, director of crews of recruits, royal document scribe, overseer of the treasury; found reused in G 3015, originally from G 2110, chapel entrance. Limestone reserve head (MFA 06.1886) attributed to Nefer; found in G 2110 A.",Nefer,https://nrs.harvard.edu,urn-3:FHCL:40682183?width=170&height=170,471647573
